,index,node,importance,Unnamed: 0,symbol,weight,Type
128,128,RUNX1T1,0.0010115308404465178,87558.0,RUNX1T1,6.0,coding
129,129,FOXO1,0.0010085413593318125,76198.0,FOXO1,2.0,coding
130,130,HCK,0.001008085186942873,15956.0,HCK,1.0,coding
131,131,NCOA2,0.0009670998543386602,81458.0,NCOA2,6.0,coding
132,132,CEP55,0.0009562458737509607,56003.0,CEP55,2.0,coding
133,133,FBN1,0.0009556742369426761,88162.0,FBN1,20.0,coding
134,134,NCOA1,0.0009515253633382056,88008.0,NCOA1,5.0,coding
135,135,SMAD3,0.0009476629434884639,39110.0,SMAD3,4.0,coding
137,138,COL1A2,0.0009278028544913335,87047.0,COL1A2,10.0,coding
138,139,CSF2RB,0.000920908670198928,90258.0,CSF2RB,5.0,coding
141,142,MYB,0.0009116631245258122,82225.0,MYB,12.0,coding
143,145,HIF1A,0.0008938739384506333,76516.0,HIF1A,4.0,coding
144,146,CDC25A,0.0008910906232578458,62733.0,CDC25A,1.0,coding
145,147,JAK3,0.0008892194852641288,76743.0,JAK3,8.0,coding
146,148,PTPN6,0.0008889915965098771,57869.0,PTPN6,2.0,coding
148,150,BRCA1,0.0008531332384547081,81262.0,BRCA1,14.0,coding
149,151,TCF12,0.0008521245238159472,85922.0,TCF12,12.0,coding
151,153,CD79B,0.0008383278786260896,65893.0,CD79B,2.0,coding
153,155,CCNB1,0.0008346013661862898,81735.0,CCNB1,6.0,coding
158,160,MCM3,0.0008050981028959373,88000.0,MCM3,4.0,coding
162,164,PAX5,0.0007666983020023934,58572.0,PAX5,6.0,coding
163,165,MAPK1,0.000761450600619816,67528.0,MAPK1,1.0,coding
164,166,YWHAZ,0.0007547570954898165,79690.0,YWHAZ,3.0,coding
165,167,BHLHE40,0.0007542508849153547,72212.0,BHLHE40,2.0,coding
167,169,TUBB,0.0007435037632470934,38828.0,TUBB,3.0,coding
168,170,PTK2B,0.0007424783084758851,83555.0,PTK2B,7.0,coding
169,171,MCM7,0.0007375569828361026,90280.0,MCM7,7.0,coding
170,172,ZBTB16,0.0007336792330704774,80893.0,ZBTB16,4.0,coding
171,173,QKI,0.0007240771529305426,19368.0,QKI,2.0,coding
172,174,PRKCA,0.0007238983651275376,70068.0,PRKCA,4.0,coding
173,175,GABPA,0.0007195412141737626,20401.0,GABPA,1.0,coding
175,177,CREB1,0.0007149201754673511,15157.0,CREB1,2.0,coding
176,178,BNC2,0.0007078539607800253,50661.0,BNC2,5.0,coding
177,179,ITGB1,0.0007034638509196433,73842.0,ITGB1,5.0,coding
178,180,E2F6,0.0006950711318799353,75848.0,E2F6,2.0,coding
181,184,CBFB,0.0006865630006809617,90371.0,CBFB,25.0,coding
184,187,PAG1,0.0006771990471073252,86258.0,PAG1,3.0,coding
186,189,DCN,0.0006623285895500284,75572.0,DCN,2.0,coding
187,190,JAK2,0.0006595099288999742,48324.0,JAK2,7.0,coding
188,191,WAS,0.0006565899262284809,87192.0,WAS,6.0,coding
190,193,MYC,0.0006531573708970283,50407.0,MYC,1.0,coding
192,195,IRF1,0.0006417699096659118,73718.0,IRF1,2.0,coding
